id,company,year_salary,low_year_salary,high_year_salary
6988,腾讯科技（上海）有限公司,720-1260,720,1260
6989,上海寻梦信息技术有限公司,600-720,600,720
6990,北京达佳互联信息技术有限公司,480-960,480,960
6991,深圳市纽创信安科技开发有限公司,560-840,560,840
6992,维沃移动通信有限公司,360-660,360,660
6993,澳特拉斯（北京）科技有限公司,360-720,360,720
6994,裕太微电子股份有限公司,450-900,450,900
6995,北京敏道云科技有限公司,420-840,420,840
6996,深圳市埃芯半导体科技有限公司,390-780,390,780
6997,杭州蓝芯科技有限公司,360-720,360,720
6998,数坤（北京）网络科技股份有限公司,480-840,480,840
6999,京东科技控股股份有限公司,360-720,360,720
7000,江苏芯云电子科技有限公司,600-900,600,900
7001,北京中科腾越科技发展有限公司,600-900,600,900
7002,北京灵汐科技有限公司,420-840,420,840
7003,深圳皓影医疗科技有限公司,390-715,390,715
7004,弈芯科技（杭州）有限公司,360-720,360,720
7005,忆月启函（上海）科技有限公司,390-780,390,780
7006,北京敏道云科技有限公司,420-840,420,840
7007,华为技术有限公司南京研究所,480-960,480,960
7008,北京算能科技有限公司,720-1120,720,1120
7009,天津七一二通信广播股份有限公司,420-660,420,660
7010,上海恒保信息科技有限公司,700-980,700,980
7011,上海玄宇医疗器械有限公司,450-900,450,900
7012,北京京东尚科信息技术有限公司,560-980,560,980
7013,北京小米移动软件有限公司,490-840,490,840
7014,上海云骥智行智能科技有限公司,450-900,450,900
7015,深圳市爱尚有为科技有限公司,360-720,360,720
7016,杭州菲数科技有限公司,560-980,560,980
7017,上海君争企业管理咨询有限公司,910-1300,910,1300
7018,优利德科技（中国）股份有限公司,420-840,420,840
7019,宝时得科技（中国）有限公司,360-720,360,720
7020,康泰医学系统（秦皇岛）股份有限公司,650-780,650,780
7021,深圳国微芯科技有限公司,420-770,420,770
7022,上海瞬驭科技有限公司,560-840,560,840
7023,昂坤视觉（北京）科技有限公司,420-840,420,840
7024,大数居科技（深圳）有限公司,390-715,390,715
7025,上海雷骥电子科技有限公司,360-720,360,720
7026,芯行纪科技有限公司,360-720,360,720
7027,泰凌微电子（上海）股份有限公司,720-960,720,960
7028,中国电子科技南湖研究院,360-720,360,720
7029,深圳市国微电子有限公司,1000-1600,1000,1600
7030,北京中科腾越科技发展有限公司,600-900,600,900
7031,北京灵汐科技有限公司,420-840,420,840
7032,中科驭数（北京）科技有限公司,520-845,520,845
7033,北京天智航医疗科技股份有限公司,490-770,490,770
7034,英伟达半导体科技（上海）有限公司,520-845,520,845
7035,福州视驰科技有限公司,560-840,560,840
7036,上海点甜网络科技有限公司,360-720,360,720
7037,加特兰微电子科技（上海）有限公司,480-960,480,960
7038,美的集团股份有限公司,360-720,360,720
7039,于万智驾,420-840,420,840
7040,南京博仕网络科技有限公司,520-910,520,910
7041,北京华捷艾米科技有限公司,360-720,360,720
7042,赛尔微半导体科技（南京）有限公司,560-1040,560,1040
7043,上海热像科技股份有限公司,490-770,490,770
7044,深圳开立生物医疗科技股份有限公司,480-840,480,840
7045,北京天地一格科技有限公司,360-720,360,720
7046,宝时得智能技术（上海）有限公司,420-660,420,660
7047,深圳虾皮信息科技有限公司,450-900,450,900
7048,上海珍为科技有限公司,420-780,420,780
7049,深流微智能科技（深圳）有限公司,540-780,540,780
7050,际络科技（上海）有限公司,450-900,450,900
7051,深圳传音控股股份有限公司,490-910,490,910
7052,牛芯半导体（深圳）有限公司,448-880,448,880
7053,浙江柔灵科技有限公司,480-660,480,660
7054,阿里云计算有限公司,480-960,480,960
7055,武汉凌久微电子有限公司,420-840,420,840
7056,厦门亿联网络技术股份有限公司,480-960,480,960
7057,成都锐芯盛通电子科技有限公司,360-720,360,720
7058,北京三快在线科技有限公司,360-720,360,720
7059,NANO科技（北京）有限公司,390-780,390,780
7060,上海韬润半导体有限公司,360-720,360,720
7061,北京开源芯片研究院,360-720,360,720
7062,上海泰矽微电子有限公司,560-840,560,840
7063,忱芯科技（上海）有限公司,420-840,420,840
7064,北京智加智行科技有限公司,420-840,420,840
7065,上海镒链科技有限公司,600-960,600,960
7066,深圳比特微电子科技有限公司,360-720,360,720
7067,上海开策实业有限公司,560-980,560,980
7068,北京聚思芯半导体技术有限公司,420-840,420,840
7069,北京芯格诺微电子有限公司,450-900,450,900
7070,上海狄迈企业管理咨询有限公司,560-770,560,770
7071,杭州中亚机械股份有限公司,420-840,420,840
7072,深圳市汇图技术有限公司,455-780,455,780
7073,深圳市乐心平江科技有限公司,420-780,420,780
7074,北京华品博睿网络技术有限公司,480-960,480,960
7075,南京领鹊科技有限公司,360-720,360,720
7076,北京京深深向科技有限公司,450-825,450,825
7077,西安知象光电科技有限公司,390-780,390,780
7078,上海索辰信息科技股份有限公司,390-780,390,780
7079,光科芯图（北京）科技有限公司,490-840,490,840
7080,中科芯磁科技（珠海）有限责任公司,490-910,490,910
7081,深圳市新凯来技术有限公司,640-1120,640,1120
7082,维沃移动通信（深圳）有限公司,360-720,360,720
7083,上海越域智能科技有限公司,600-1050,600,1050
7084,北京智芯微电子科技有限公司,540-720,540,720
7085,北京花牛信息技术有限公司,600-1050,600,1050
7086,深圳曜映科技有限公司,420-660,420,660
7087,北京北大方正电子有限公司,360-720,360,720
7088,上海耕岩智能科技有限公司,480-660,480,660
7089,大连可之科技有限公司,560-980,560,980
7090,天枢摇光（北京）计算技术有限公司,390-780,390,780
7091,炯熠电子科技（苏州）有限公司,700-1120,700,1120
7092,西湖制药（杭州）有限公司,390-780,390,780
7093,美的集团（上海）有限公司,480-960,480,960
7094,武汉路特斯科技有限公司,420-840,420,840
7095,珠海多创科技有限公司,360-720,360,720
7096,慧璟咨询,480-840,480,840
7097,深圳量匠智造科技有限公司,360-720,360,720
7098,抖音视界有限公司,448-880,448,880
7099,南京能利芯科技有限公司,360-720,360,720
7100,北京卓誉科技有限公司,360-720,360,720
7101,赛纳生物科技（广州）有限公司,560-840,560,840
7102,平头哥（上海）半导体技术有限公司,640-1120,640,1120
7103,芯和半导体科技（上海）股份有限公司,420-840,420,840
7104,奇瑞汽车股份有限公司,750-1200,750,1200
7105,探维科技（北京）有限公司,390-780,390,780
7106,北京中电华大电子设计有限责任公司,600-1050,600,1050
7107,芯来科技（武汉）有限公司,390-780,390,780
7108,深圳云豹智能有限公司,800-1280,800,1280
7109,上海非夕机器人科技有限公司,455-780,455,780
7110,共达地创新技术（深圳）有限公司,525-825,525,825
7111,跨越速运集团有限公司,360-720,360,720
7112,中公高科养护科技股份有限公司,480-720,480,720
7113,深圳市深意通电子商务有限公司,960-1280,960,1280
7114,上海朗合医疗器械有限公司,480-960,480,960
7115,深圳市南方硅谷半导体股份有限公司,420-840,420,840
7116,北京超维世纪科技有限公司,390-780,390,780
7117,广州汇量信息科技有限公司,450-900,450,900
7118,珞石（北京）科技有限公司,490-770,490,770
7119,安徽高创科技有限公司,525-825,525,825
7120,上海招隐企业管理咨询有限公司,390-780,390,780
7121,上海欧思微电子技术有限公司,680-1190,680,1190
7122,苏州芯慧联半导体科技有限公司,520-910,520,910
7123,浙江极氪智能科技有限公司,480-960,480,960
7124,上海示其商务咨询有限公司,420-840,420,840
7125,合肥海图微电子有限公司,560-1120,560,1120
7126,深圳市微源半导体股份有限公司,450-900,450,900
7127,晶艺半导体有限公司,480-960,480,960
7128,上海哔哩哔哩科技有限公司,450-900,450,900
7129,北京明宇未来科技有限公司,840-1200,840,1200
7130,中科创达软件股份有限公司,450-900,450,900
7131,九坤投资（北京）有限公司,390-780,390,780
7132,格科微电子（上海）有限公司,450-900,450,900
7133,杭州赛博无限科技服务有限公司,360-720,360,720
7134,吉利汽车研究院（宁波）有限公司,360-720,360,720
7135,上海移芯通信科技有限公司,390-715,390,715
7136,青岛柯锐思德电子科技有限公司,360-720,360,720
7137,深圳市华普微电子股份有限公司,480-880,480,880
7138,上海脑虎科技有限公司,600-900,600,900
7139,北京清微智能科技有限公司,450-900,450,900
7140,深圳速境生活科技有限公司,600-960,600,960
7141,上海哈啰普惠科技有限公司,360-720,360,720
7142,诺竹科技（上海）有限公司,420-840,420,840
7143,深圳市宏事达能源科技有限公司,450-900,450,900
7144,湖北九同方微电子有限公司,600-960,600,960
7145,银牛微电子（无锡）有限责任公司,360-720,360,720
7146,深圳度影医疗科技有限公司,420-840,420,840
7147,中科寒武纪科技股份有限公司,476-935,476,935
7148,腾讯科技（北京）有限公司,360-660,360,660
7149,珠海宽德私募基金管理有限公司,640-1120,640,1120
7150,源江（南京）光集成芯片科技有限公司,480-840,480,840
7151,小红书科技有限公司,750-1050,750,1050
7152,浙江白马科技有限公司,560-840,560,840
7153,深圳市其域创新科技有限公司,420-840,420,840
7154,江西思贤数据科技有限公司,420-780,420,780
7155,上海优睿谱半导体设备有限公司,490-770,490,770
7156,世瞳（上海）微电子科技有限公司,480-840,480,840
7157,华为技术服务有限公司,525-825,525,825
7158,极纳人工智能（北京）有限公司,392-770,392,770
7159,深圳市山海半导体科技有限公司,360-720,360,720
7160,北京阿帕科蓝科技有限公司,390-780,390,780
7161,哲库,480-840,480,840
7162,芯瑞微（上海）电子科技有限公司,360-720,360,720
7163,上海合见工业软件集团有限公司,480-840,480,840
7164,未岚大陆（北京）科技有限公司,420-840,420,840
7165,广东美的制冷设备有限公司,800-1200,800,1200
7166,苏州舜云工程软件有限公司,490-840,490,840
7167,禾多科技（北京）有限公司,420-770,420,770
7168,腾讯音乐娱乐科技（深圳）有限公司,480-960,480,960
7169,珠海全志科技股份有限公司,450-900,450,900
7170,北京美图之家科技有限公司,490-770,490,770
7171,南京集成电路设计服务产业创新中心有限公司,360-720,360,720
7172,上海量宇私募基金管理有限公司,600-960,600,960
7173,芯合电子（上海）有限公司,525-900,525,900
7174,深圳市科思科技股份有限公司,420-770,420,770
7175,西安芯瞳半导体技术有限公司,650-1040,650,1040
7176,亚马逊（中国）投资有限公司,600-960,600,960
7177,华为技术有限公司,490-910,490,910
7178,浙江雷娜科技有限公司,360-720,360,720
7179,上海蔚来汽车有限公司,390-715,390,715
7180,荣耀终端有限公司,450-900,450,900
7181,西安荣耀终端有限公司,360-720,360,720
7182,上海华为技术有限公司,480-960,480,960
7183,展讯通信（上海）有限公司,450-900,450,900
7184,四川卡森科技有限公司,195-260,195,260
7185,中国工程物理研究院上海激光等离子体研究所,216-252,216,252
7186,南京瑞源生物技术有限公司,180-240,180,240
7187,深圳市东正光学技术有限公司,210-420,210,420
7188,浙江老鹰半导体技术有限公司,180-360,180,360
7189,努美（北京）科技有限公司,210-420,210,420
7190,东莞讯滔电子有限公司,180-360,180,360
7191,武汉凯迪电力环保有限公司,180-240,180,240
7192,脉得智能科技（无锡）有限公司,195-390,195,390
7193,海信空调有限公司,144-264,144,264
7194,无锡小天鹅电器有限公司,252-490,252,490
7195,广东美的厨房电器制造有限公司,270-420,270,420
7196,北京国网富达科技发展有限责任公司,180-360,180,360
7197,深圳市湖山科技有限公司,252-350,252,350
7198,英特仿真科技（西安）有限公司,180-360,180,360
7199,有研（广东）新材料技术研究院,144-288,144,288
7200,广州高澜节能技术股份有限公司,204-240,204,240
7201,江苏同橙科技有限公司,180-192,180,192
